Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Chemokine signaling pathway,0.6331240985266552,1.9964760005396809,0.0,0.0,0.0,24/42,20.44%,CCL14;CX3CR1;CXCR1;GNG11;CXCR2;CXCL3;RASGRP2;SHC3;CXCL12;CXCL5;CCL21;DOCK2;ADCY9;PRKCB;HCK;GNAI2;CCR4;CCR7;PLCG2;CCR5;LYN;CXCR6;CXCR3;RAC2
prerank,Cell cycle,-0.6548713541262878,-1.9355562579189654,0.0,0.0355725817485292,0.05,18/33,17.77%,CDKN2A;BUB1B;CDC25C;CCNA2;MAD2L1;MCM6;E2F1;DBF4;CDC7;PRKDC;CDK4;MCM3;HDAC2;ORC5;CDK6;YWHAG;SMAD3;TP53
prerank,Cytokine-cytokine receptor interaction,0.5765299517614153,1.8234867723858494,0.0,0.05644674948739596,0.08,27/43,19.64%,CCL14;CX3CR1;CXCR1;ACVRL1;LEPR;CXCR2;CXCL3;TNFSF13;IL18RAP;CXCL12;CXCL5;CCL21;IL6ST;LIF;IL12RB1;TNFRSF1B;BMPR2;TNFRSF19;TNFRSF10D;FAS;CCR4;CCR7;IL7;CCR5;CXCR6;IL32;CXCR3
prerank,Leukocyte transendothelial migration,0.6494598409043337,1.8003824903986132,0.0,0.06689985124432114,0.11,12/18,20.44%,CDH5;ESAM;CXCL12;PRKCB;GNAI2;MSN;EZR;PLCG2;ITGA4;RASSF5;CYBA;RAC2
prerank,Lysosome,0.559537317203966,1.7100945264014653,0.0,0.1223012905560246,0.2,15/24,34.92%,NAPSA;CTSG;CD68;CTSZ;GGA2;LITAF;MAN2B1;TCIRG1;SGSH;PPT1;LAPTM4A;GGA3;GUSB;GAA;ARSA
prerank,Hematopoietic cell lineage,0.6815070612447234,1.6970407510478507,0.0,0.11540224339645398,0.24,11/15,17.43%,CD34;CD36;CD33;CD55;HLA-DMA;HLA-DRB1;CD37;CD1E;CD1D;IL7;ITGA4
prerank,Calcium signaling pathway,0.5377293722001432,1.6816623358725766,0.0,0.11916536002894705,0.28,12/39,12.45%,AGTR1;ADRB2;GNA14;FGF18;FLT4;KDR;PDE1B;CYSLTR1;ADCY9;PRKCB;ITPR1;EDNRA
prerank,Viral protein interaction with cytokine and cytokine receptor,0.6323325084158069,1.6559335071071057,0.0,0.13260506228785088,0.36,16/20,19.64%,CCL14;CX3CR1;CXCR1;CXCR2;CXCL3;IL18RAP;CXCL12;CXCL5;CCL21;IL6ST;TNFRSF1B;TNFRSF10D;CCR4;CCR7;CCR5;CXCR3
prerank,Pertussis,0.6404069924914915,1.6456003523463447,0.0196078431372549,0.1301411168737185,0.4,8/16,13.83%,SFTPA1;IRF8;NLRP3;CXCL5;C4A;CFL2;IRF1;GNAI2
prerank,MicroRNAs in cancer,-0.49100465701463303,-1.6320752573649757,0.0,0.24189355588999864,0.39,16/41,17.77%,TP63;CDKN2A;CDC25C;EFNA3;DNMT3B;PLAU;TNC;E2F1;ABCC1;ST14;HDAC2;CDK6;CASP3;BCL2L11;BAK1;TP53
prerank,RNA transport,-0.4936047381919987,-1.6316087439234381,0.0,0.16363387604323437,0.39,19/30,36.21%,FXR1;XPO5;PABPC3;SENP2;RAN;POP7;NUP107;EIF4A3;RPP21;NUP85;EIF2S1;RNPS1;AAAS;NUP88;EIF4A2;DDX39B;EIF3E;EIF2B1;FUS
prerank,p53 signaling pathway,-0.5816913493939649,-1.6168153480190723,0.0,0.14584758516896976,0.44,8/19,17.77%,CDKN2A;IGFBP3;PMAIP1;CDK4;CDK6;CASP3;CYCS;TP53
prerank,Vascular smooth muscle contraction,0.5786039473783597,1.5838008115429076,0.017857142857142856,0.18536833782280654,0.54,10/23,12.45%,AGTR1;PPP1R14A;PLA2G10;PLA2G5;MYH10;ADCY9;PRKCB;ITPR1;PPP1R12B;EDNRA
prerank,Coronavirus disease,0.45930005733163926,1.4948233984108479,0.022727272727272728,0.349969846821855,0.76,11/53,10.64%,AGTR1;SELP;ACE;C5AR1;NLRP3;IL6ST;C4A;TLR7;HBEGF;PRKCB;FCGR2A
prerank,Epithelial cell signaling in Helicobacter pylori infection,0.5439864208354408,1.4941507450966087,0.06896551724137931,0.32043508294865186,0.76,8/18,24.68%,CXCR1;CXCR2;CXCL3;HBEGF;PLCG2;LYN;MAPK10;TCIRG1
prerank,Platelet activation,0.5597013770157875,1.4855512058343354,0.05357142857142857,0.3125477425320629,0.76,9/17,18.35%,RASGRP2;FCER1G;ADCY9;ITPR1;FERMT3;FCGR2A;GNAI2;PLCG2;LYN
prerank,RNA degradation,-0.5242265153314065,-1.4849359345175475,0.05454545454545454,0.3514571076754686,0.71,8/22,18.01%,PFKP;PABPC3;PNPT1;LSM5;EXOSC4;LSM4;EXOSC2;LSM2
prerank,TNF signaling pathway,0.548651788592716,1.466229538574403,0.061224489795918366,0.3396453986250151,0.81,12/22,23.67%,CXCL3;CXCL5;LIF;MAP3K8;TNFRSF1B;IRF1;BIRC3;FAS;CFLAR;CEBPB;MAPK10;RIPK1
prerank,mRNA surveillance pathway,-0.5352354959330197,-1.457354714229338,0.075,0.35809732293519403,0.75,13/19,36.21%,MSI1;MSI2;PABPC3;CPSF4;PPP2R3A;EIF4A3;RNPS1;CPSF2;CSTF1;PABPN1;DDX39B;PPP1CA;FUS
prerank,Fluid shear stress and atherosclerosis,0.5057610293521383,1.4539089636714206,0.023255813953488372,0.340472457225563,0.81,10/28,23.18%,CDH5;GSTM5;KLF2;KDR;CAV2;BMPR2;CYBA;RAC2;MAPK10;MGST3
prerank,Spliceosome,-0.5342156988439575,-1.429116877973993,0.05,0.37910208549146845,0.81,11/17,36.21%,SNRPD1;LSM5;LSM4;SNRPD3;EIF4A3;LSM2;PUF60;RBM17;DDX39B;PLRG1;FUS
prerank,Amoebiasis,0.5128968231041682,1.4225033163854548,0.04838709677419355,0.3980541149037109,0.85,7/18,13.22%,CTSG;GNA14;CXCL3;PRKCB;CD1E;SERPINB6;CD1D
prerank,Osteoclast differentiation,0.48904357867766013,1.4166603333068457,0.017857142857142856,0.38650343746230853,0.86,10/30,24.84%,FOSB;OSCAR;SPI1;LILRB3;FCGR2A;TEC;PLCG2;CYBA;MAPK10;TNFRSF11B
prerank,Cell adhesion molecules,0.5485629053626743,1.4154023295226577,0.019230769230769232,0.3674572711728522,0.86,9/24,7.32%,CDH5;SPN;ESAM;SELP;CD34;CADM1;HLA-DMA;HLA-DRB1;PTPRC
prerank,Neuroactive ligand-receptor interaction,0.48479355443855066,1.4050589601062906,0.017857142857142856,0.3651616880419196,0.86,12/27,15.99%,AGTR1;ADRB2;LEPR;CTSG;C5AR1;PTH1R;P2RY13;CYSLTR1;EDNRA;ADRA2A;P2RY10;S1PR2
prerank,Ribosome,-0.4561298815424916,-1.3914580572884552,0.04,0.4224244082637843,0.92,17/32,37.53%,RPL22L1;MRPS12;MRPL30;RPL35A;RPS10-NUDT3;MRPS10;MRPS16;RPS2;RPS17;MRPS7;MRPS9;MRPL28;RPL38;RPS21;RPL18;MRPS5;RPS15
prerank,Aldosterone synthesis and secretion,0.5183579843597451,1.3878396186115627,0.03571428571428571,0.38621460175586725,0.88,6/15,9.44%,KCNK3;AGTR1;PDE2A;ADCY9;PRKCB;ITPR1
prerank,Phospholipase D signaling pathway,0.4593417149527775,1.3873594833420677,0.07407407407407407,0.3675310577734893,0.88,11/33,17.12%,CXCR1;AGTR1;CXCR2;FCER1A;SHC3;FCER1G;ADCY9;MRAS;CYTH4;DGKD;PLCG2
prerank,Ras signaling pathway,0.44222855840741193,1.3864721282954522,0.037037037037037035,0.3506268989322903,0.88,19/43,22.99%,GNG11;FGF18;RASGRP2;FLT4;PLA2G10;KDR;SHC3;PLA2G5;PRKCB;MRAS;RASA4B;FOXO4;PLCG2;RASA4;RASSF5;ETS2;RAC2;MAPK10;RASA3
prerank,Neutrophil extracellular trap formation,0.48166133392145427,1.3716290257263575,0.0851063829787234,0.36661878707470313,0.92,10/24,20.44%,SELP;CTSG;C5AR1;TLR7;PRKCB;FCGR2A;PLCG2;CLEC7A;CYBA;RAC2
prerank,Fc epsilon RI signaling pathway,0.5398213512620477,1.3611320149840376,0.12962962962962962,0.3730393879167038,0.92,8/16,22.81%,ALOX5AP;FCER1A;FCER1G;INPP5D;PLCG2;LYN;RAC2;MAPK10
prerank,Chronic myeloid leukemia,-0.5024962136229818,-1.3600244770161587,0.06,0.4758820936136574,0.94,8/18,17.77%,CDKN2A;E2F1;CDK4;HDAC2;CDK6;BAK1;SMAD3;TP53
prerank,Tight junction,0.4426063519463559,1.3302304842041144,0.08333333333333333,0.43380372291239494,0.95,12/28,26.71%,SYNPO;RAPGEF2;MYH10;CD1E;MPDZ;CD1D;MSN;EZR;ARHGAP17;MAPK10;HCLS1;PARD6A
prerank,Chemical carcinogenesis,0.4471567091139637,1.3270065623730394,0.04081632653061224,0.42648655168254734,0.95,12/35,15.43%,SULT1A2;GSTM5;ADRB2;FGF18;SULT1A1;DLL4;ADCY9;PRKCB;PAQR8;GNAI2;RPS6KA1;STAT5A
prerank,Diabetic cardiomyopathy,0.4160173887333118,1.3267588739785303,0.07547169811320754,0.41056567362199975,0.95,6/37,9.35%,PDK4;AGTR1;ACE;CD36;COX7A1;PRKCB
